Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,BAGAWANTHAM WADA,2,COMMERCIAL,4,4,55,6.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,CHUNNAM BATTI WADA,2,COMMERCIAL,119,117,16060,269.36
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,DORAGARIPALLI,2,COMMERCIAL,24,22,10356,85.733
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,GANDHI NAGAR,2,COMMERCIAL,30,30,2004,61.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,GOPAL WADA,2,COMMERCIAL,69,67,3936,125.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,HAMALIWADA,2,COMMERCIAL,93,89,7914,207.492
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,MAZEED WADA,2,COMMERCIAL,35,34,3258,71.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,MNCL TOWN-III,2,COMMERCIAL,810,702,117659,1563.423
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,HAMPOLI,2,COMMERCIAL,7,6,542,16.0
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,HASGUL,2,COMMERCIAL,7,7,438,6.998
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,KAMOLE,2,COMMERCIAL,51,41,8543,95.135
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,KHADGOAM,2,COMMERCIAL,10,9,3250,20.1
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,KOTHALGOAM,2,COMMERCIAL,28,22,5296,49.239
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,KUMBI,2,COMMERCIAL,6,3,1983,9.408
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,KUMSERA,2,COMMERCIAL,13,9,209,19.24
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,LINGA,2,COMMERCIAL,15,9,695,30.988
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,MAHAGOAM,2,COMMERCIAL,63,57,12851,124.229
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,MANJRI,2,COMMERCIAL,38,35,8865,138.38
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,MATEGOAM,2,COMMERCIAL,71,59,9601,267.713
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,MIRZAPOOR,2,COMMERCIAL,21,17,2392,53.758
NIRMAL,BHAINSA,BHAINSA,BHINSA RURAL,PANDPALLY,2,COMMERCIAL,26,22,3750,47.94
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,THIRMANPALLY,2,COMMERCIAL,23,20,4131,91.17
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,THUKKOJIWADI,2,COMMERCIAL,9,8,227,10.92
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,UTNOOR LPT,2,COMMERCIAL,70,50,3272,106.951
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,WAJJEPALLI KHURD,2,COMMERCIAL,29,23,3327,49.09
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,YACHARAM LPT,2,COMMERCIAL,11,11,870,18.1
KAMAREDDY,KAMAREDDY,Kamareddy Rural,S S NAGAR,YELLAREDDY (A),2,COMMERCIAL,134,110,23089,315.135
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,AREPALLY,2,COMMERCIAL,21,17,1603,32.796
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,BHAVANIPET,2,COMMERCIAL,101,86,10594,293.484
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,BHAVANIPET THANDA,2,COMMERCIAL,2,1,0,21.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,VELPUGONDA,DEVANPALLY (D),2,COMMERCIAL,19,17,507,22.322
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,RAMAKKAPALLI,2,COMMERCIAL,4,4,2891,21.05
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,TANDOOR,2,COMMERCIAL,69,59,6631,130.368
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,VENKAMPALLI,2,COMMERCIAL,3,3,85,3.956
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WADALPARTHI,2,COMMERCIAL,11,8,179,18.675
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WODI,2,COMMERCIAL,6,4,413,5.008
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,YERRARAM,2,COMMERCIAL,5,5,1154,19.28
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ADVILINGAL,2,COMMERCIAL,10,7,303,22.844
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ALMAJIPOOR,2,COMMERCIAL,6,5,178,8.84
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ANNASAGAR,2,COMMERCIAL,17,10,3321,50.027
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,AZMABAD,2,COMMERCIAL,10,8,172,9.389
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,BHIKNOOR,2,COMMERCIAL,14,11,4489,28.016
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,RANGAMMAPALLY,2,COMMERCIAL,5,5,5920,17.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,SAIDABAD,2,COMMERCIAL,35,29,4303,70.02
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,VENKATESHWARLAPALLY,2,COMMERCIAL,16,14,5155,40.5
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,AMBEDKAR COLONY ,2,COMMERCIAL,9,8,291,13.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,AUTO NAGAR,2,COMMERCIAL,1,1,0,35.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,BUSSTAND & MEDARIWADA,2,COMMERCIAL,353,343,32902,509.74
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,DEGREE COLLEGE,2,COMMERCIAL,151,147,18222,329.154
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,DURGA COLONY,2,COMMERCIAL,31,30,8386,73.276
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,EMPLOYEES COLONY,2,COMMERCIAL,82,76,13255,191.92
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,FCI ROAD CHURCH ,2,COMMERCIAL,99,93,12368,296.75
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA TOWN,FUSE OF CALL,2,COMMERCIAL,255,243,47761,792.111
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,KESHAVAPURAM,2,COMMERCIAL,19,18,773,27.468
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,KOTHAMITTAPALLY,2,COMMERCIAL,81,78,12508,175.985
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,KURNAVALLY,2,COMMERCIAL,141,120,12391,309.578
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,LAKSHMIPURAM-B,2,COMMERCIAL,15,15,711,21.143
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MALSOOR THANDA,2,COMMERCIAL,52,47,2353,95.428
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MITTAPALLY,2,COMMERCIAL,50,43,2016,64.419
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,MUDDUNURU,2,COMMERCIAL,37,32,884,51.448
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,NARAYANA BANZAR,2,COMMERCIAL,2,2,7,2.0
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,NUTHANKAL,2,COMMERCIAL,46,38,2526,79.292
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,PINAPAKA-B,2,COMMERCIAL,74,69,6634,101.013
KHAMMAM,SATHUPALLY,THALLADA,KURNAVALLY,RAMANUJAVARAM,2,COMMERCIAL,29,22,4190,54.31
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,BATHULAPALLY,2,COMMERCIAL,9,9,267,17.62
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,BOTHAVANI GUDEM,2,COMMERCIAL,1,1,215,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,CHAKRALA THANDA,2,COMMERCIAL,1,1,0,2.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,CHERVUMUNDU THANDA,2,COMMERCIAL,2,2,69,3.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,DORAVARIVEMPALLY,2,COMMERCIAL,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,DURGARAM,2,COMMERCIAL,5,4,1214,17.25
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,EDULLAPALLY,2,COMMERCIAL,10,8,1008,27.44
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,ENCHAGUDA,2,COMMERCIAL,9,7,123,11.66
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,ERRAVARAM,2,COMMERCIAL,2,2,1938,15.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,GANDHINAGAR,2,COMMERCIAL,28,27,1366,46.21
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,GANGARAM,2,COMMERCIAL,56,52,5097,125.58
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,GOPALPOOR,2,COMMERCIAL,2,2,0,2.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,NERADA,2,COMMERCIAL,61,53,8476,139.65
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,PEDDA THANDA,2,COMMERCIAL,18,17,2097,42.35
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,POLAMPALLY THANDA ,2,COMMERCIAL,3,3,193,8.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,RAJOLE,2,COMMERCIAL,63,51,8722,118.424
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,RAMACHANDRAPUR,2,COMMERCIAL,1,1,0,0.24
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,RENUKA THANDA(K),2,COMMERCIAL,1,1,0,1.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,THATTUPALLI,2,COMMERCIAL,16,14,1858,33.33
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,THATYA THANA,2,COMMERCIAL,5,4,675,13.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,THIRUMALAPUR,2,COMMERCIAL,9,5,353,14.75
MAHABUBABAD,MAHABUBABAD,KORIVI,KORIVI,THULISYA THANDA,2,COMMERCIAL,1,1,0,2.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,ALLI GUDEM  - BAY,2,COMMERCIAL,1,0,0,1.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,AMRIYA THANDA-BY,2,COMMERCIAL,1,1,1609,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,BALAJIPETA,2,COMMERCIAL,20,17,1201,31.58
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,BODKA THANDA,2,COMMERCIAL,2,1,66,3.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,BOJJANNAPET,2,COMMERCIAL,19,18,4116,28.71
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,ELENDA KUNTA THANDA,2,COMMERCIAL,1,1,5,0.25
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,ERRA KUNTA THANDA,2,COMMERCIAL,1,1,126,10.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,GOPA THANDA,2,COMMERCIAL,5,5,151,8.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,JAGGU THANDA,2,COMMERCIAL,4,4,118,6.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,JAYAPURAM,2,COMMERCIAL,21,18,3929,44.55
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,KOMMULAVANCHA,2,COMMERCIAL,32,23,5570,44.11
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,KOTHA THANDA,2,COMMERCIAL,6,5,426,12.26
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,KOUSALYADEVIPALLI,2,COMMERCIAL,12,12,223,12.46
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,DUGNEPALLY,2,COMMERCIAL,2,2,18,2.99
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,GURJAL,2,COMMERCIAL,75,68,12995,187.005
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,KANNALA,2,COMMERCIAL,96,85,15836,322.763
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,LINGAPOOR,2,COMMERCIAL,2,2,0,2.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,Lambadithanda,2,COMMERCIAL,14,13,1066,28.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,PATA BELLAMPALLY,2,COMMERCIAL,93,81,16561,220.42
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,PERKAPALLY,2,COMMERCIAL,25,23,1862,46.21
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,RANGAMPET,2,COMMERCIAL,12,10,589,13.24
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - RURAL,Somagudem,2,COMMERCIAL,26,24,5450,50.24
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,BELLAMPALLY - TOWN,ASHOK NAGAR,2,COMMERCIAL,3,2,1539,7.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,KANKOOR (NEW),2,COMMERCIAL,13,12,622,20.48
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,KISTAPUR,2,COMMERCIAL,23,20,5333,79.352
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,KUNDARAM,2,COMMERCIAL,64,54,8779,100.358
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,MEDDULAPALLI,2,COMMERCIAL,1,1,45,0.18
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,MITTAPALLY (JPR),2,COMMERCIAL,28,21,3362,49.36
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,MUDIGUNTA,2,COMMERCIAL,18,16,831,24.738
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,NARSINGAPOOR (S),2,COMMERCIAL,15,14,8010,49.523
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,NARWA,2,COMMERCIAL,16,15,1561,45.42
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,DHARMARAM (A),2,COMMERCIAL,73,62,7690,133.6
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,JAGGAIAHPALLY (JKT),2,COMMERCIAL,14,11,1166,46.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,KORAPALLY,2,COMMERCIAL,103,90,12182,207.188
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,KOTHAPALLY (JKT),2,COMMERCIAL,468,411,44746,860.18
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,MACHAMPELLY (JKT),2,COMMERCIAL,30,28,7237,68.94
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,MADIPALLY,2,COMMERCIAL,101,91,10450,151.94
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,PEDDAMPALLY (JKT),2,COMMERCIAL,4,4,249,7.0
KARIMNAGAR,HUZURABAD,JAMMIKUNTA,JAMMIKUNTA RURAL,RAMANNAPALLY,2,COMMERCIAL,48,45,7980,127.591
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,COURT,2,COMMERCIAL,122,94,36998,718.42
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,GUNDU HANUMAN TEMPLE,2,COMMERCIAL,213,203,68331,877.87
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,HINDUPURI COLONY,2,COMMERCIAL,69,59,22371,253.51
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,JYOTHI NAGAR,2,COMMERCIAL,466,439,131759,1698.007
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,MEHER NAGAR,2,COMMERCIAL,206,195,46503,881.334
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,RAMALAYAM,2,COMMERCIAL,465,429,187036,2670.228
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,REDDY FUCTION HALL,2,COMMERCIAL,173,156,51078,847.004
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 3,VAVILALA PALLY,2,COMMERCIAL,186,158,66284,918.724
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 5,ANNAPURNA COMPLEX,2,COMMERCIAL,1086,985,216398,2644.308
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 5,BHARATH TAKIES ROAD,2,COMMERCIAL,425,402,50053,1021.814
KARIMNAGAR,KARIMNAGAR,Karimnagar Town,KRN TOWN 5,BOIWADA,2,COMMERCIAL,673,639,85617,1230.998
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,DHODLAKADA VILLAGE,2,COMMERCIAL,1,0,0,1.0
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,GANNERVARAM,2,COMMERCIAL,245,209,24859,454.962
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,GLP STAGE,2,COMMERCIAL,238,224,27121,423.335
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,GOPALPUR,2,COMMERCIAL,6,6,648,9.0
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,GUNDLAPALLY,2,COMMERCIAL,21,20,1462,27.958
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,GUNUKULA KONDAPUR,2,COMMERCIAL,70,46,8118,393.275
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,HANMASPALLY,2,COMMERCIAL,49,40,5389,74.77
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,JANGAPALLY,2,COMMERCIAL,52,41,5338,64.206
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,KHASIMPET,2,COMMERCIAL,41,34,4453,68.64
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,GANNERUVARAM,MADHAPUR,2,COMMERCIAL,27,22,3830,43.65
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,MADDULA PALLY-KAM,2,COMMERCIAL,83,65,9580,137.42
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,MARRI GUDEM-KAM,2,COMMERCIAL,1,1,430,2.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,MUCHARLA-KAM,2,COMMERCIAL,139,124,12065,236.319
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,NAMALI PURI-KAM,2,COMMERCIAL,4,4,154,4.0
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,NEMALIPURI THANDA-KAM,2,COMMERCIAL,6,5,246,10.99
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,OTUKOOR-KAM,2,COMMERCIAL,20,16,3606,29.67
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,PANDITHAPURAM-KAM,2,COMMERCIAL,182,153,19141,318.177
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,PATHA LINGALA-KAM,2,COMMERCIAL,18,15,1467,30.41
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,PINJARA MADUGU-KAM,2,COMMERCIAL,21,15,2491,31.02
KHAMMAM,KHAMMAM,KOTHALINGALA,KOTHALINGALA,PONNEKAL-KAM,2,COMMERCIAL,48,42,4310,106.47
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,MUNIGEPALLY,2,COMMERCIAL,9,8,161,14.77
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,MUTYALAGUDEM,2,COMMERCIAL,23,20,1268,32.52
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,NELAPATLA,2,COMMERCIAL,31,27,6708,79.45
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,POCHARAM,2,COMMERCIAL,39,34,2452,86.2
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,RAVICHETTUTHANDA,2,COMMERCIAL,2,1,3,2.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,KUSUMANCHI,TURUKAGUDEM,2,COMMERCIAL,11,9,387,13.55
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,A NARSIMHAPURAM,2,COMMERCIAL,37,26,898,51.851
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,AJAI THANDA,2,COMMERCIAL,6,3,34,6.65
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,ANASAGARAM,2,COMMERCIAL,25,20,3739,40.76
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,BUDHARAM,2,COMMERCIAL,25,23,836,38.54
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,BYRANPALLY,2,COMMERCIAL,34,32,802,45.265
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,CH MADARAM,2,COMMERCIAL,145,124,15696,255.87
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,SAPTAGIRI NAGAR,2,COMMERCIAL,109,94,12397,283.68
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,SATYANARAYANA PURAM,2,COMMERCIAL,49,46,4955,191.69
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,SRI RAM NAGAR,2,COMMERCIAL,61,59,5662,179.68
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,TELDARPALLI,2,COMMERCIAL,91,80,11336,150.64
KHAMMAM,KHAMMAM RURAL,YEDULAPURAM,YEDULAPURAM,WGL X ROAD,2,COMMERCIAL,249,222,30852,581.591
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,BATHULAPALLY,2,COMMERCIAL,39,30,6911,81.54
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,CHANDRUPATLA,2,COMMERCIAL,91,76,9266,151.608
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,CHANDYA THANDA,2,COMMERCIAL,2,2,113,2.0
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,G.D.BOINAPALLY,2,COMMERCIAL,28,25,1264,38.48
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,GANIYA THANDA,2,COMMERCIAL,3,2,184,3.55
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,HANUMA THANDA,2,COMMERCIAL,9,6,1396,10.9
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,K NARYANAPURAM,2,COMMERCIAL,32,26,3248,69.754
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,KALLURU,2,COMMERCIAL,1150,1008,155510,2670.971
MANCHERIAL,MANCHERIAL,CHENNUR,CHENNUR,SUBBARAMPALLY,2,COMMERCIAL,3,2,68,3.85
MANCHERIAL,MANCHERIAL,CHENNUR,CHENNUR,SUDDALA,2,COMMERCIAL,25,24,3265,55.126
MANCHERIAL,MANCHERIAL,CHENNUR,CHENNUR,YELLAKKAPET,2,COMMERCIAL,53,33,4433,114.79
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,BEJJALA,2,COMMERCIAL,4,3,130,3.06
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,DUBBAPALLY,2,COMMERCIAL,4,3,419,32.232
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,ELKANTI,2,COMMERCIAL,8,7,244,10.7
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,GANGIPALLY,2,COMMERCIAL,16,16,690,27.64
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,GOPALPUR,2,COMMERCIAL,5,5,108,4.136
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,INDARAM,2,COMMERCIAL,177,142,30773,506.246
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,2,COMMERCIAL,208,188,31616,537.442
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,BELLAMPALLI CHOWRASTHA,2,COMMERCIAL,22,21,14937,387.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,DCP OFFICE,2,COMMERCIAL,16,16,11720,257.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,GOUTHAMINAGAR,2,COMMERCIAL,72,69,34270,431.165
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,GREEN CITY ,2,COMMERCIAL,62,59,8345,249.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,"HI-TECH CITY, ",2,COMMERCIAL,48,43,11671,212.772
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,INDIRA NAGAR ,2,COMMERCIAL,36,34,18212,270.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,ISLAMPURA,2,COMMERCIAL,32,31,21562,329.522
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,JAFFAR NAGAR -SAIBABA TEMPLE,2,COMMERCIAL,7,7,4998,62.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN2,JAFFARNAGAR,2,COMMERCIAL,52,48,10403,216.0
