Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,MOTHE,2,COMMERCIAL,171,164,15998,311.108
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,NADUKUDA,2,COMMERCIAL,209,197,23264,283.226
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN2,ADHARSH NAGAR,2,COMMERCIAL,119,112,19048,353.305
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN2,ASRA COLONY,2,COMMERCIAL,24,23,997,46.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN2,BHAGYA NAGAR ,2,COMMERCIAL,23,23,1599,52.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN2,BOYAWADA,2,COMMERCIAL,12,12,5308,75.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,SECENDRAPOOR,2,COMMERCIAL,65,62,9954,119.748
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,SIDDAPALLI,2,COMMERCIAL,1,1,0,1.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,THALLAPALLY,2,COMMERCIAL,10,10,1152,31.48
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,AKLOOR,2,COMMERCIAL,35,34,1561,48.2
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,AMEENAPUR,2,COMMERCIAL,33,29,1891,42.11
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,ANKASAPUR,2,COMMERCIAL,133,130,17433,197.39
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,JANKAMPET,2,COMMERCIAL,38,34,1042,38.172
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,KOMANPALLI,2,COMMERCIAL,19,19,1295,20.132
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,KOTHAPALLY,2,COMMERCIAL,17,14,696,32.247
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,KUKUNOOR,2,COMMERCIAL,56,55,4628,93.033
NIZAMABAD,ARMOOR,BHEEMGAL,VELPUR,LAKKORA,2,COMMERCIAL,82,78,14625,168.984
NIZAMABAD,BODHAN,RUDRUR,VARNI,NEHURUNAGAR,2,COMMERCIAL,12,7,1452,16.78
NIZAMABAD,BODHAN,RUDRUR,VARNI,POTTIGUTTA THANDA,2,COMMERCIAL,1,0,0,20.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,PYADMALR,2,COMMERCIAL,8,6,112,3.932
NIZAMABAD,BODHAN,RUDRUR,VARNI,RAJPET,2,COMMERCIAL,1,1,3,1.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,SANKORA,2,COMMERCIAL,17,11,981,33.096
NIZAMABAD,BODHAN,RUDRUR,VARNI,SAYEEDPUR,2,COMMERCIAL,2,2,124,5.0
NIZAMABAD,BODHAN,RUDRUR,VARNI,SIDDAPUR TANDA,2,COMMERCIAL,5,4,162,11.32
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,2,COMMERCIAL,718,660,76494,1340.512
NIZAMABAD,BODHAN,RUDRUR,VARNI,SRINAGAR,2,COMMERCIAL,33,25,2910,49.524
NIZAMABAD,BODHAN,RUDRUR,VARNI,TAGLEPALLI,2,COMMERCIAL,51,46,7572,81.344
NIZAMABAD,BODHAN,RUDRUR,VARNI,VADDAPALLY,2,COMMERCIAL,101,87,16107,237.032
NIZAMABAD,BODHAN,RUDRUR,VARNI,VAKEEL FARM,2,COMMERCIAL,14,14,559,25.12
NIZAMABAD,BODHAN,RUDRUR,VARNI,VARNI,2,COMMERCIAL,44,36,2283,51.98
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY, VIVEKNAGAR THANDA,2,COMMERCIAL,9,7,418,13.0
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,ARGUL,2,COMMERCIAL,215,189,43415,745.163
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,BRAHMANPALLY,2,COMMERCIAL,65,59,11252,154.624
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,JAKRANPALY,2,COMMERCIAL,354,321,37290,546.2
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,LAXMAPUR,2,COMMERCIAL,44,36,3560,65.713
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,MUNIPALLY,2,COMMERCIAL,168,152,17017,253.322
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,NALLAGUTTA THANDA,2,COMMERCIAL,4,3,36,4.0
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,NARAYANPET,2,COMMERCIAL,34,31,1356,31.299
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,JAKRANPALLY,THORLIKONDA,2,COMMERCIAL,122,114,13962,185.26
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,STATION AREA,2,COMMERCIAL,46,44,3059,63.494
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,YAMCHA,2,COMMERCIAL,54,45,3167,102.749
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTIBUTION-I,BABAN SA PAPHAD,2,COMMERCIAL,602,531,44683,891.922
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTIBUTION-I,L1,2,COMMERCIAL,1507,1290,178672,2484.861
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTIBUTION-I,L2,2,COMMERCIAL,336,304,36089,474.392
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTIBUTION-I,L3,2,COMMERCIAL,481,384,46355,781.755
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-VI,K4,2,COMMERCIAL,767,603,115570,1651.886
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-VI,K7,2,COMMERCIAL,522,432,69683,696.774
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-VI,L4,2,COMMERCIAL,1147,1055,170902,2045.9
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,DISTRIBUTION-VI,L5,2,COMMERCIAL,854,744,95593,1680.436
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,AKENPALLY,2,COMMERCIAL,16,14,545,12.806
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,ANTHERGOAN,2,COMMERCIAL,158,146,15554,247.659
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,BRAHMANPALLY,2,COMMERCIAL,31,27,9564,82.77
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,EKLASPUR,2,COMMERCIAL,7,7,237,10.028
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,GOLIWADA,2,COMMERCIAL,31,25,10853,126.592
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,MADDRIALA,2,COMMERCIAL,19,15,461,32.975
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,MURMUR,2,COMMERCIAL,32,27,1785,94.186
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,POTYALA,2,COMMERCIAL,23,18,3982,41.033
PEDDAPALLY,MANTHANI,RAMAGUNDAM,ANTHERGAON,RAYADANDI,2,COMMERCIAL,47,39,9360,99.017
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RANGAMPALLY,2,COMMERCIAL,457,408,68139,1415.99
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,APPANNAPET,2,COMMERCIAL,124,108,12850,230.76
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,BANDAMPALLY,2,COMMERCIAL,40,37,11499,141.63
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,BOJANNAPETA,2,COMMERCIAL,32,29,4319,63.31
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,CHEEKURAI,2,COMMERCIAL,38,36,2489,65.52
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,DHARMABAD,2,COMMERCIAL,4,4,426,11.02
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,GOLLA PALLI,2,COMMERCIAL,4,4,180,4.24
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,RAGHAVAPUR,GOUREDDIPET,2,COMMERCIAL,66,59,30912,266.842
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,PEDDAMPET,2,COMMERCIAL,15,0,0,6.06
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,RAJAPUR,2,COMMERCIAL,10,9,5172,34.64
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,RATNAPOOR,2,COMMERCIAL,252,230,26150,400.039
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,SINGAREDDIPALLY,2,COMMERCIAL,21,14,867,17.44
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,SUNDILLA,2,COMMERCIAL,46,38,6667,82.41
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,KURMAPALLY,2,COMMERCIAL,21,20,933,37.71
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,NIMMANAPALLY,2,COMMERCIAL,19,19,2296,71.02
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,NITTOR,2,COMMERCIAL,41,36,3174,73.16
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,PALITHAM,2,COMMERCIAL,24,20,3588,52.76
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,PEDDA BONKUR,2,COMMERCIAL,65,56,10924,224.2
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,PEDDA KALAVALA,2,COMMERCIAL,200,171,20495,682.7
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,PUTTAPALLY,2,COMMERCIAL,1,1,1,1.0
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,RAGINEDU,2,COMMERCIAL,34,29,6422,74.88
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,T. MADDIKUNTA,2,COMMERCIAL,66,58,7062,195.86
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,PEDDAPALLY (T ),2,COMMERCIAL,2436,2211,380165,5500.003
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,MADHIRA MANDAPALLY,2,COMMERCIAL,7,6,332,11.46
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,MANDAPALLY,2,COMMERCIAL,25,10,942,24.856
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,MARRIPALLY,2,COMMERCIAL,12,8,277,15.36
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,MOHAMMADAPUR,2,COMMERCIAL,62,54,4758,96.63
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,NACHINAPALLY,2,COMMERCIAL,58,49,7130,100.24
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,NARAYANA THANDA,2,COMMERCIAL,2,2,57,2.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,PILLIGUNDLA THANDA,2,COMMERCIAL,2,2,42,4.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,PONAKAL,2,COMMERCIAL,20,20,1227,32.16
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,RAJYATHANDA,2,COMMERCIAL,1,1,0,1.0
WARANGAL,NARSAMPET,NARSAMPET(TOWN,GIRNIBAVI,REKAMPALLY,2,COMMERCIAL,13,12,358,22.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,THIMMAPUR (YELUGUR),2,COMMERCIAL,27,23,1722,44.44
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,VANJARAPALLI,2,COMMERCIAL,8,8,302,11.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,YELUGUR (RANGAMPET),2,COMMERCIAL,41,38,5726,80.3
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,YELUGUR STATION,2,COMMERCIAL,17,11,6299,105.2
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,SANGEM,vrn thanda,2,COMMERCIAL,5,5,213,6.0
WARANGAL,RURAL WARANGAL,PARVATHAGIRI,ENUGALLU,ANANTHARAM,2,COMMERCIAL,12,11,705,28.36
WARANGAL,RURAL WARANGAL,PARVATHAGIRI,ENUGALLU,Bathu thanda-2,2,COMMERCIAL,1,1,6,1.0
WARANGAL,RURAL WARANGAL,PARVATHAGIRI,ENUGALLU,CHINTANEKKONDA,2,COMMERCIAL,64,59,9488,99.182
WARANGAL,RURAL WARANGAL,PARVATHAGIRI,ENUGALLU,CHOWTAPALLI,2,COMMERCIAL,47,44,6415,76.994
WARANGAL,RURAL WARANGAL,PARVATHAGIRI,ENUGALLU,ENUGALLU,2,COMMERCIAL,109,100,12308,173.51
WARANGAL,RURAL WARANGAL,PARVATHAGIRI,ENUGALLU,GOPANPALLI,2,COMMERCIAL,25,21,3026,36.73
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,MIDDLE FORT,2,COMMERCIAL,118,104,17554,433.85
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,SHIVNAGAR-I,2,COMMERCIAL,325,303,28724,634.2
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,SHIVNAGAR-II,2,COMMERCIAL,172,152,22354,357.82
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,SHIVNAGAR-III,2,COMMERCIAL,125,112,22801,269.79
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,STHAMBHAMPALLI,2,COMMERCIAL,604,535,71806,2605.756
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,WEST FORT-I,2,COMMERCIAL,80,73,4312,119.68
WARANGAL,WARANGAL,WARANGAL,FORT WARANGAL,WEST FORT-II,2,COMMERCIAL,39,31,1663,63.91
WARANGAL,WARANGAL,WARANGAL,GORREKUNTA,DHARMARAM,2,COMMERCIAL,296,265,30863,689.552
WARANGAL,WARANGAL,WARANGAL,GORREKUNTA,GARIB NAGAR,2,COMMERCIAL,50,46,6036,97.05
WARANGAL,WARANGAL,WARANGAL,GORREKUNTA,GORREKUNTA,2,COMMERCIAL,198,160,52522,739.72
WARANGAL,WARANGAL,WARANGAL,GORREKUNTA,KEERTHI NAGAR,2,COMMERCIAL,127,113,9794,278.29
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,CHIKKADPALLY,2,COMMERCIAL,20,20,1380,29.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,CHINTAKUNTAWADA,2,COMMERCIAL,20,20,1042,34.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,DOCTORS LINE,2,COMMERCIAL,48,45,20073,284.42
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,GAJULPET,2,COMMERCIAL,195,184,15160,404.7
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,GANDHI NAGAR,2,COMMERCIAL,12,12,324,18.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,JUMMERATHPET,2,COMMERCIAL,11,10,1019,23.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,KABUTAR KAMAN,2,COMMERCIAL,27,26,1283,48.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,KALA NAGAR,2,COMMERCIAL,29,29,7265,104.51
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,KAMAL TALKIES,2,COMMERCIAL,67,67,3717,71.43
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,NAIDUWADA,2,COMMERCIAL,27,26,1175,50.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,NIRMALTOWN- I,2,COMMERCIAL,4133,3044,530054,7673.598
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,OLD BUS STAND,2,COMMERCIAL,25,24,5762,61.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,PANGALLY,2,COMMERCIAL,62,62,7885,128.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,RAM RAO BAGH,2,COMMERCIAL,2,2,53,4.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,SAIBABA MANDIR,2,COMMERCIAL,65,62,4759,142.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,STUPAM AREA,2,COMMERCIAL,7,7,1311,65.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,YSR COLONY,2,COMMERCIAL,77,59,2871,118.0
NIRMAL,NIRMAL,KHANAPUR,PEMBI,LOTHUR THANDA,2,COMMERCIAL,3,3,40,6.25
NIRMAL,NIRMAL,KHANAPUR,PEMBI,MANDAPALLI,2,COMMERCIAL,47,42,2462,65.87
NIRMAL,NIRMAL,KHANAPUR,PEMBI,NAGAPUR,2,COMMERCIAL,3,3,3621,13.0
NIRMAL,NIRMAL,KHANAPUR,PEMBI,P PANDRY THANDA,2,COMMERCIAL,1,1,44,0.24
NIRMAL,NIRMAL,KHANAPUR,PEMBI,PASUPULA,2,COMMERCIAL,1,1,1117,8.0
NIRMAL,NIRMAL,KHANAPUR,PEMBI,PEMBI,2,COMMERCIAL,219,189,19454,309.38
NIRMAL,NIRMAL,KHANAPUR,PEMBI,POCHAMPALLI,2,COMMERCIAL,1,1,0,0.24
NIRMAL,NIRMAL,KHANAPUR,PEMBI,RAYADHARI,2,COMMERCIAL,3,3,81,5.0
NIRMAL,NIRMAL,KHANAPUR,PEMBI,SHETPALLI,2,COMMERCIAL,5,5,94,7.0
NIRMAL,NIRMAL,KHANAPUR,PEMBI,THATIGUDA,2,COMMERCIAL,2,2,50,1.24
NIRMAL,NIRMAL,KHANAPUR,PEMBI,VENUNAGAR,2,COMMERCIAL,1,1,0,2.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,BANGALPET,2,COMMERCIAL,36,33,2936,72.8
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,BARKATPURA,2,COMMERCIAL,25,24,635,60.0
NIRMAL,NIRMAL,NIRMAL,NIRMAL - TOWN,BUDWARPET,2,COMMERCIAL,113,102,9951,219.131
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,GONGOPPULA,2,COMMERCIAL,78,72,7128,98.145
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,KAREPALLI,2,COMMERCIAL,3,3,435,27.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,KOTHA (T),2,COMMERCIAL,1,1,3,1.75
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,LINGAPOOR,2,COMMERCIAL,19,19,2067,43.26
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,MENDORA,2,COMMERCIAL,80,73,10738,125.656
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,MUCHKOOR,2,COMMERCIAL,143,133,18572,216.13
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,PALLIKONDA,2,COMMERCIAL,95,87,10692,164.88
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,PEDDAMAKADI (T),2,COMMERCIAL,4,4,55,7.0
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,PIPRI(JR),2,COMMERCIAL,40,39,6619,62.86
NIZAMABAD,ARMOOR,BHEEMGAL,BHEEMGAL-RURAL,RAHATHNAGER,2,COMMERCIAL,19,18,2905,39.831
NIZAMABAD,BODHAN,RUDRUR,RUDRUR,RUDRUR,2,COMMERCIAL,432,354,48920,817.242
NIZAMABAD,BODHAN,RUDRUR,RUDRUR,SIDDAPOOR,2,COMMERCIAL,4,4,129,4.26
NIZAMABAD,BODHAN,RUDRUR,RUDRUR,SULEMANNAGAR,2,COMMERCIAL,82,74,8114,123.547
NIZAMABAD,BODHAN,RUDRUR,VARNI,AFFANDI FARM,2,COMMERCIAL,5,4,146,5.26
NIZAMABAD,BODHAN,RUDRUR,VARNI,BADAPAHAD,2,COMMERCIAL,25,19,998,34.946
NIZAMABAD,BODHAN,RUDRUR,VARNI,CHELKA THANDA,2,COMMERCIAL,3,1,70,7.82
NIZAMABAD,BODHAN,RUDRUR,VARNI,CHINTALPET THANDA,2,COMMERCIAL,1,0,0,2.384
NIZAMABAD,BODHAN,RUDRUR,VARNI,HUMNAPOOR,2,COMMERCIAL,26,21,1624,31.489
NIZAMABAD,BODHAN,RUDRUR,VARNI,JAKORA,2,COMMERCIAL,79,52,7929,104.047
NIZAMABAD,BODHAN,RUDRUR,VARNI,JALALPUR,2,COMMERCIAL,120,105,10479,182.173
NIZAMABAD,BODHAN,RUDRUR,VARNI,KHUNIPUR,2,COMMERCIAL,22,17,1431,27.766
NIZAMABAD,BODHAN,RUDRUR,VARNI,KOKKALDAS THANDA,2,COMMERCIAL,6,6,2971,20.02
NIZAMABAD,BODHAN,RUDRUR,VARNI,MALLARAM,2,COMMERCIAL,11,8,342,13.42
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,LINGASAMUNDHAR,2,COMMERCIAL,11,8,93,15.5
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,MENTRAJPALLY,2,COMMERCIAL,106,83,21726,267.088
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,NAKA THANDA,2,COMMERCIAL,5,4,355,10.0
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SAMPALLY,2,COMMERCIAL,30,21,3087,76.756
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SAMPALLY T,2,COMMERCIAL,6,5,23,10.89
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,2,COMMERCIAL,81,59,32534,487.336
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDULAM,2,COMMERCIAL,65,56,6618,102.744
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,WESLINAGAR T,2,COMMERCIAL,7,6,386,7.74
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,YANAMPALLY,2,COMMERCIAL,62,55,11151,133.445
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,YANAMPALLY T,2,COMMERCIAL,1,1,17,0.958
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,HANMAN FORM,2,COMMERCIAL,14,9,2479,35.29
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,KOSLY,2,COMMERCIAL,128,107,12367,186.242
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,LAXMIKISSAN FORM,2,COMMERCIAL,15,12,1278,19.3
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,MADDEPALLY,2,COMMERCIAL,5,4,217,4.26
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,MATTAYA FORM THANDA,2,COMMERCIAL,11,10,243,13.713
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,MITTAPOOR,2,COMMERCIAL,9,7,1360,21.258
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,NAGAPOOR,2,COMMERCIAL,50,41,6224,88.82
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,NANDIGOAN,2,COMMERCIAL,23,22,802,25.019
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,NAVIPET,2,COMMERCIAL,877,741,94398,1445.496
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,POTHANGAL,2,COMMERCIAL,23,17,3195,43.56
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,RAMPOOR  N,2,COMMERCIAL,9,8,4643,32.28
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,SHIVA THANDA,2,COMMERCIAL,7,6,571,21.26
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,MUSTIAL,2,COMMERCIAL,25,25,2587,61.0
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,NAGEPALLY,2,COMMERCIAL,114,102,12374,174.56
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,NARASIMLA PALLY,2,COMMERCIAL,29,26,1615,32.78
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,NAVABPET,2,COMMERCIAL,10,10,707,10.62
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,PANNUR,2,COMMERCIAL,378,369,48863,624.261
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NARAYANNAPOOR,2,COMMERCIAL,21,19,1038,22.384
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,NIZAMPOOR,2,COMMERCIAL,31,28,1730,36.35
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,SALEEM FORM,2,COMMERCIAL,7,5,561,13.26
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,SHAKAPOOR,2,COMMERCIAL,2,2,211,1.24
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,SIRANPALLY,2,COMMERCIAL,29,28,1258,30.539
NIZAMABAD,NIZAMABAD,NAVIPET,JANNEPALLY,TUNGINI,2,COMMERCIAL,13,10,604,18.944
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,ABBAPOOR (MAKTA),2,COMMERCIAL,14,13,1388,24.374
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,ABBAPOOR (TANDA),2,COMMERCIAL,6,5,60,5.25
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,ABHANGAPATNAM,2,COMMERCIAL,39,29,3564,81.498
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,ALJAPOOR,2,COMMERCIAL,4,4,148,3.24
NIZAMABAD,NIZAMABAD,NAVIPET,NAVIPET,FATHE NAGAR,2,COMMERCIAL,18,14,565,20.04
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SARVARAM,2,COMMERCIAL,3,3,78,5.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SHALAGONDA PALLY,2,COMMERCIAL,2,2,25,3.0
PEDDAPALLY,MANTHANI,Manthani,MUTHARAM,SUKRAVARAMPALLY,2,COMMERCIAL,1,1,94,1.0
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,ADIVARAMPET,2,COMMERCIAL,14,13,749,17.14
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,BEGUMPET,2,COMMERCIAL,131,115,12393,201.602
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,BUDHAVARMPET,2,COMMERCIAL,32,26,2420,60.86
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,JALLARAM,2,COMMERCIAL,58,52,5728,87.02
PEDDAPALLY,MANTHANI,Manthani,RAMAGIRI,KALVACHERLA,2,COMMERCIAL,232,210,29134,500.434
